StartDate,EndDate,ANONYMIZED_1,ANONYMIZED_2,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ANONYMIZED_3,ANONYMIZED_4,ANONYMIZED_5,ANONYMIZED_6,ANONYMIZED_7,ANONYMIZED_8,DistributionChannel,UserLanguage,Q2_1,PID,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q80,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q47,Iroh_Code,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q81,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q75,Q83,Q85,Q72,Q73,Q82,SC0,ANONYMIZED_9,ANONYMIZED_10,AttentionCheck
20/06/2021 09:05,20/06/2021 09:20,ANONYMIZED,ANONYMIZED,100,901,TRUE,20/06/2021 09:20,R_R8qcV5IczDuERpf,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,42,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.008,0,zuko and iroh were on a ship,3,3,4,6,2,5,0,0,90.24,0,5,3,4,5,2,5,0,0,134.142,0,3,3,4,5,2,5,i think he is overall a wise character. i think he likes to be witty and attempt to mess with zuko's head a little bit. which if ihe is doing intentionally would not be wise but it seems unintentional. ,1,0,0,62.484,0,katara is helping the other kid to say he is the last airbender,4,7,3,5,5,2,0,0,68.022,0,4,7,2,4,4,2,0,0,101.863,0,6,7,3,3,5,3,"she is smart but not necessarily wise. she is still young and i feel like being wise comes with experience which she has little of. She is a strong and smart character, but not wise.",20,Female,,,,1,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:04,20/06/2021 09:27,ANONYMIZED,ANONYMIZED,100,1386,TRUE,20/06/2021 09:27,R_3RgVudBuzR3MH0y,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,43,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh is Zuko's uncle his is silly and easy going but very wise and kind, and is to be respected for what he knows and can do. he bends lightning as well as fire. He is a character who adds great development to other characters. ","Katara is seen as the voice of reason at times , she is noble strong , independent and teaches Ang water bending. She is for the most part sweet but had to build a tough layer of skin throughout her adventures with Ang. She is a little sister, a water bender, the love interest. ",1.1,62.796,63.653,5,Zuko thinks he has found the avatar and his uncle wants him to relax.,2,4,1,5,1,4,1.353,90.795,91.672,3,1,5,1,6,1,5,1.472,97.767,98.614,2,5,3,1,2,2,5,"Iroh is wise , becasue in later seasons his silliness was all out of wisdom and for a reason. Though Zuko didn't understand , he eventually did and realized his uncles wisdom. Iroh understood why Zuko was going after Ang and wanted his nephew to realize that it is all for nothing and to relax. ",1,6.207,50.803,64.428,3,"Ang realizes that in his air tribe he is the last Airbender and goes into a powerful state, she clams him down. ",1,5,1,5,1,1,2.648,2.648,89.698,1,1,6,1,7,1,1,3.207,69.557,90.625,3,1,6,2,6,2,1,"Is is pretty wise , even in the last scene when her emotions were running from unfair rules, she put the fate of the world 1st and that starts with the avatar. She also knows how to cheer him up and keep going, though she might not be able to help him with avatar troubles she is still a great motivator. ",19,Female,This was cool ,None ,I think you are studying the memory of Genz or maybe emotional memory or if we can detect wisdom lol. ,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:14,20/06/2021 09:29,ANONYMIZED,ANONYMIZED,100,886,TRUE,20/06/2021 09:29,R_sjmIu6uvC0VkZLH,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,44,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,,She is a very confident woman. She stands up for her friends.,3.391,3.391,61.228,1,Entertaining.,1,3,1,6,1,5,3.584,86.914,87.439,2,1,1,1,1,1,7,1.888,67.386,100.931,3,1,2,1,1,1,7,He is mostly wise. No matter what situation Iroh finds himself in he is always looking on the bright side.,1,8.887,44.377,61.533,2,Sympathetic. ,1,7,1,7,1,1,2.834,74.872,89.571,3,1,7,3,7,2,1,9.289,9.289,71.352,1,2,6,2,6,6,3,Wise. She does everything in her power to deescalate a situation.,23,Male,N/A. Keep up the great work !! :),NO.,How people feel about Katara and Iroh.,3,ANONYMIZED,ANONYMIZED,0
20/06/2021 09:13,20/06/2021 09:33,ANONYMIZED,ANONYMIZED,100,1235,TRUE,20/06/2021 09:33,R_shC3RIWSsb9TNG9,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,45,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,Iroh cares deeply about Zuko and does his best to set him on the right path. He has made many mistakes in the past and tries to make up for them.,She is very motherly and tries to take care of her friends. She also tries to help out others whenever she can.,0.86,60.708,61.627,21,Zuko set a course towards a powerful light as his uncle tells him not to.,1,7,1,7,1,1,3.417,88.322,89.933,22,1,4,1,3,1,4,1.101,103.946,104.487,27,1,4,1,6,1,3,Iroh is wise in every scene here (the least wise in the first one). He is always trying to calm Zuko down and to think about his actions instead of obsessively hunting down the Avatar. He is trying to see that Zuko follows his own path.,1,0.763,62.354,62.948,6,Aang leared about the fire bender's attack on the air temples and enters the avatar state. Katara sympathizes with him and says they're his family still. Aang is touched by this and exits the avatar state. ,1,7,1,7,1,1,0.933,94.022,94.658,22,1,7,1,7,1,1,0.864,80.178,101.72,42,1,7,1,7,5,1,"Katara is wise is all of these scenes. Even when angry, she doesn't let this get in the way of Aang's teachings. She's there to ground him and cheer him up when things seem hopeless. ",25,Nonbinary,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:18,20/06/2021 09:38,ANONYMIZED,ANONYMIZED,100,1218,TRUE,20/06/2021 09:38,R_yPxjg7Pts9j7xiV,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,46,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,Takes away his bending,Mark the arrival of a new Avatar,Iroh is wise and loyal. He would do anything for Zuko.,"She is strong, determined, and stubborn. She cares about people and is extremely loyal to her friends.",1.475,1.475,60.866,1,Zuko is angry and Iroh speaks to him in a calming voice.,1,7,1,7,1,1,3.451,3.451,107.886,1,1,6,1,7,1,1,1.764,1.764,106.312,1,1,7,1,7,1,1,Iroh is wise in these scenes. He knows more about people and the world and tries to teach Zuko a more gentle and patient way.,1,0,0,81.556,0,Katara was talking to Aang and helping him control his rage.,1,7,1,7,1,1,3.865,3.865,93.775,1,1,7,1,7,1,1,1.99,1.99,112.735,1,1,7,1,7,2,1,"Katara is wise in these scenes. She speaks thoughtfully and carefully to Aang when he's upset. She is truthful yet still comforting, and can look on the bright side of situations. She is also wise to separate what is best for others and her own challenges.",21,Female,,,,4,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:32,20/06/2021 09:46,ANONYMIZED,ANONYMIZED,100,872,TRUE,20/06/2021 09:46,R_eVSEY3Qb0GF9LxL,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,47,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Destroy the world,Iroh is the uncle of Zuko and accompanies him on his journey to find the Avatar. Iroh has been through a lot in his life and has a lot of wisdom which helped Zuko grow and change.,Katara was the bender of the two siblings and Aangs love interest. She was traumatized by what happened to her mother I think and would always bring it up.,0,0,80.05,0,They saw a light which was presumed to be from the Avatar.,2,3,2,6,2,2,0,0,84.112,0,2,3,2,5,2,2,0,0,99.086,0,2,5,2,6,2,1,"I'm basing my judgement of more than the three scenes shown, but Uncle Iroh is probably the wisest in the show. He helped them get out of a lot of sticky situations I think his nickname was like dragon of the east or something. He helped Zuko change his ways and not be so obsessed over the Avatar.",1,0,0,61.971,0,Katara and sokka comfort Aang and let him know they are his family,2,4,2,5,2,2,0,0,61.938,0,3,6,2,5,3,3,108.029,108.029,109.391,1,6,4,6,2,6,4,"She is pretty wise for her age, but the one time she was unwise was acceptable I feel cause she doesn't know any better. It's just their custom that women don't learn water bending to fight",21,Male,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:26,20/06/2021 09:47,ANONYMIZED,ANONYMIZED,100,1227,TRUE,20/06/2021 09:47,R_33dPqQwEtuumHVO,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,48,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh is an extremely powerful bender who has changed his ways. He used to be great general and conqueror but has since become a source of wisdom, stability, and calmness for those around him, especially zuko. ",Katara is a young water bender who has a good heart and simply wants to do good for her friends and family. She wants to keep those that she loves safe and strives hard to be able to do that.,3.322,76.629,78.345,3,Zuko sees a light that he thinks is indicative of the avatar. Iroh says to be patient and that it might not be anything of note.,3,3,3,4,1,5,3.369,13.135,91.446,3,5,3,4,3,1,5,2.401,2.401,103.593,1,5,3,3,3,1,5,"In these scenes, Iroh is fairly unwise as he is not really doing anything to help zuko get through his situation or work through his feelings. While it sets a precedent of calmness and peacefulness, I think a more direct approach would have been more wise. That said tho, this is very early in the series so it makes sense that Iroh is not as wise in these scenes.",0,1.671,1.671,61.114,1,Aang went into the avatar state because he got mad and katara and sakka calmed him down by talking to him.,1,5,1,5,1,1,1.633,1.633,104.771,1,2,4,2,5,2,1,1.423,1.423,77.152,1,4,5,4,4,5,4,Katara was surprisingly wise considering her age and how early it was in the series. She was a source of stability and was able to provide aang with words that showed things would be ok.,21,Male,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:35,20/06/2021 09:51,ANONYMIZED,ANONYMIZED,100,921,TRUE,20/06/2021 09:51,R_2WTNkZgGh33coRj,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,49,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh is a calm, powerful and steady man. H eis shown to be very kind and helpful to those he meets and he aids in fighting for the side of good.",Katara is caring and somewhat motherly. She can be overbearing sometimes but she means well.,1.369,61.025,61.677,6,Zuko discovers Aang and wants to pursue him while Iroh tries to calm him down,2,4,3,5,1,4,1.114,85.059,86.136,3,5,2,4,3,1,5,0.939,100.196,100.823,5,3,3,2,4,1,4,Iroh has a wise philosophy which allows him to enjoy life even when things dont go the way he wants them to,1,1.498,60.564,61.412,6,Aang is angry about what happened to his people and so Katara reminds him that she and Sokka are his family.,1,7,1,5,2,1,5.689,99.338,100.183,3,2,7,1,5,3,1,2.307,106.341,107.514,4,2,7,1,5,5,1,Katara is wise because she is rational about what she says and she uses her way with words to help her friends,20,Female,,,How people perceive characters,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:29,20/06/2021 09:53,ANONYMIZED,ANONYMIZED,100,1453,TRUE,20/06/2021 09:53,R_1ffNPR7qjcpB3FS,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,50,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.949,61.466,62.091,4,The prince saw a light and thought it signaled the end of his mission but iroh told him to sit down and relax because it might disappoint him,1,3,4,5,2,4,2.024,89.172,90.1,3,6,1,3,4,1,6,1.564,107.701,109.185,3,1,3,4,6,1,6,"I think Iroh is wise because he is always calm in every situation. Even though he tends to slack off he thinks about the ""big plan""",1,4.34,76.333,78.095,3,Aang got mad because he lost someone dear to him and Katara reassured him that she will still be there for him so he should calm down,1,5,1,7,1,1,2.001,99.701,100.651,4,1,4,1,7,1,1,14.69,126.953,128.019,3,1,7,1,6,5,1,Based on the three scenes I think Katara is wise. She has always found a way to calm aang down when he was sad or angry. In the first scene she was wise when she told aang to stay back and learn even though she couldn't.,19,Female,,,,0,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:25,20/06/2021 09:57,ANONYMIZED,ANONYMIZED,100,1960,TRUE,20/06/2021 09:57,R_vo5Xa74LL7Lvz2h,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,51,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,I LOVE Iroh. He is an absolute icon. Even though it does not take place on screen the growth he has obviously had since laying siege to Ba Sing Se is incredible. He is truly integral to the story of Avatar. His section of Tales of Ba Sing Se will make me cry regularly and learning that he spared the last dragons in existence made me love him any more. All I want is for this character to own his tea shop and be happy. ,"I really like Katara, I think that she has a really strong arc throughout the series from being a somewhat selfish and know it all child who has been forced to take on the role of  an adult to someone who is truly responsible. I find the moments when she is selfish (like the first time she tries to teach Aang waterbending, and her actions with the waterbending scroll), but that's the point of her growing throughout the series and I think she has some truly amazing moments throughout the show too. My favorites include when she stood up for herself and convinced the master to teach her combat waterbending in the Northern Water Tribe, her support of Toph in Tales of Ba Sing Se, and the part she plays in finally defeating Azula. ",4.801,68.704,69.3,8,"Zuko has just spotted a massive beam of light and is convinced that it is the avatar and that his search is over. Iroh is not so sure, saying that maybe it's just another celestial light. He is disappointed that he will not be able to finish his game and offers his nephew a cup of ""calming jasmine tea"" which Zuko refuses. ",2,3,1,6,2,5,0.923,95.372,95.9,6,6,3,5,3,1,5,1.39,104.444,105.315,7,1,5,4,7,3,5,"Having seen the show before I think that he is very wise. Apart from when he falls asleep in the spring, that wasn't too wise, but after seeing the whole show you can see how he spends half the show trying to distract Zuko from his mission and steer him down a better path. After a rewatch of the show, I also assume that his mission to get a new lotus tile was spurred not by a lost game piece, but by a desire to check in with his contacts in the White Lotus. ",1,1.098,70.142,70.758,7,"Aang is out of control in the Avatar state after finding the air temple he grew up in completely destroyed, and his mentor dead. Katara is able to talk to him and calm him down, comforting him and telling him that they can make a new family. ",2,5,1,5,4,2,0.556,99.077,99.875,9,1,5,1,6,3,2,1.443,105.449,106.337,5,3,6,4,5,6,3,"I think that she is mostly wise in these scenes. While she does not show herself to be a strategic genius, she acts how she feels is right standing up for herself and working to comfort her friends.",20,Female,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:34,20/06/2021 09:58,ANONYMIZED,ANONYMIZED,100,1478,TRUE,20/06/2021 09:58,R_2Ei19cVuTzq8AW8,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,52,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,Iroh is very wise. I feel like he has a lot of knowledge to embark on others.,She has a calm personality compared to Sokka. I also feel like she is very determined person.,3.291,3.291,62.051,1,Zuko saw a light source and wanted to go towards it because he thinks it came from the Avatar.,3,4,4,4,1,4,0,0,88.151,0,4,3,3,4,2,5,0,0,107.853,0,3,4,4,4,2,4,Iroh is wise in the three scenes shown because he knows that finding the Avatar won't solve Zuko's problems. He wants to enjoy life and take it easy.,1,0,0,225.153,0,Katara tries to calm Aang down by telling him that he still has a family.,1,4,1,4,1,1,0,0,92.567,0,2,4,1,5,2,1,0,0,107.014,0,3,5,3,4,5,3,Katara is wise because she tries to be helpful. She gives Aang advice and made decisions that will help him in the long run.,22,Female,,,I think you might be studying how we view different types of wisdom. I think you might expect that some people will say that Iroh is unwise.,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:46,20/06/2021 09:59,ANONYMIZED,ANONYMIZED,100,748,TRUE,20/06/2021 09:59,R_2PAbn6GRIo2jVFv,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,53,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,Kills him,I do not know the answer to this question.,,,0,0,62.239,0,They were on a boat and Iroh wanted to play a game and drink tea,3,5,2,5,1,3,0,0,88.678,0,5,2,3,5,1,6,0,0,102.031,0,5,2,2,4,1,5,"In these specific scenes, he seems unwise. These scenes are just a glimpse but just based on this, it seems he makes mistakes like missing the boat and changing course for a lotus coin he doesn't even get. ",0,0,0,63.269,0,Katara had to calm Aang down by reminding him they're family,2,6,1,7,1,1,17.606,19.386,89.728,2,1,6,1,4,1,1,0,0,94.795,0,1,7,1,3,1,1,She is wise. She is able to calm Aang down with logic in many different situations and put aside her own feelings,24,Female,n/a,no,I have no idea what you could be studying,2,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:38,20/06/2021 10:00,ANONYMIZED,ANONYMIZED,100,1373,TRUE,20/06/2021 10:00,R_3p0bsVb5eZDCFVg,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,54,Aang,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,Takes away his bending,I do not know the answer to this question.,,,0,0,61.055,0,"Iroh was sitting in front of some ""cards"", while the young man wanted to head towards a light. ",2,3,1,5,1,3,96.335,96.335,96.764,1,4,1,2,4,1,4,111.416,111.416,112.932,1,2,4,3,5,1,3,"In my opinion, he is a wise person, who thinks very well about his actions and likes to have a quiet life without problems. He also seems to have a lot of experience, which helps him to make good decisions.",1,0,0,64.164,0,Katara was trying to reassure Aang.,1,6,1,7,1,1,0,0,89.961,0,1,5,1,6,1,1,0,0,101.668,0,1,6,3,7,4,2,"Katara is very wise, she always tries to see the positive side of things and remains calm even in complicated situations. She is a very optimistic and kind person.",22,Male,,Everything worked very well,Study what we think about characters in series according to their behavior.,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:39,20/06/2021 10:01,ANONYMIZED,ANONYMIZED,100,1316,TRUE,20/06/2021 10:01,R_1n93pkRSWpxLuOH,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,55,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"A man with a very large past in the show, is zukos uncle and does his best to support him through the run of the show understanding the impact such denial and anger can have on a child. ",A bold older sister like character (despite being the younger sibling) who had endured a lot of pain and sacrifice as many have in the show. Very strong female co lead for the show,2.997,3.369,61.689,2,zuko wanted to go towards the light he believes he will find the avatar while his uncle tries to keep him relaxed,3,3,1,5,3,4,59.397,59.397,119.276,1,2,3,1,3,1,5,10.723,10.723,106.769,1,2,4,1,5,2,3,I largely judge that iroh was wise. Throughout his run of the show he has shown this time and again along with the greater significance of the lotus taking play. Specifically within these scenes iroh is easy going but for the best reasons. Iroh is an expert in practicing mindfulness and does his best to try and find and see the calm and beauty in the surrounding s and nature around him. He actively lives for what the world gives him and not what he can take. Mindfullness in its own right is a very wise activity.,1,0,0,61.083,0,Aang and friends travel to the air temple to learn that they were invaded and destoyed. In his grief aang end up in a spirit state which katara talks and calms him out of.,4,4,1,5,4,1,0,0,90.649,0,1,5,1,4,1,1,0,0,102.498,0,1,6,3,7,6,2,Katara through the show undeniably has a lot to learn as she is a very young person to begin with. Despite having a lot to learn katara is and shows very wise mindsets that are core to the shows meaning and creation. She is stubborn and keeps fighting and trying to find solutions. She refuses to be stuck in a situation and the clarity she has proves a great wise nature of her.,21,Female,I do not! Thanks for this super fun study.,none,Maybe how we perceive those as wise despite contradicting character points such as youth or age. anger or perceived laziness ,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:48,20/06/2021 10:02,ANONYMIZED,ANONYMIZED,100,871,TRUE,20/06/2021 10:02,R_1F2pgjZNvUdylOu,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,56,Aang,Katara and Sokka,I do not know the answer to this question.,The south and north poles,Takes away his bending,I do not know the answer to this question.,,She's very cheerful and friendly and acts like a sister to Aang. ,0,0,138.809,0,This scene was with Iroh and Zuko. Iroh was playing his game and downplaying the Avatar's light while Zuko was agitated and wanted to go closer.,3,4,3,3,2,4,0,0,80.153,0,6,2,3,2,2,6,0,0,106.265,0,3,4,3,5,3,4,"While Iroh is peaceful and unbothered in these scenes, he's not efficient or helpful with the Fire Nation's missions.",NA,0,0,60.944,0,"Aang was levitating because he was upset that the airbending villages were destroyed, Katara is able to calm him down.",2,5,1,5,2,2,0,0,89.223,0,2,4,2,5,3,3,0,0,99.423,0,5,5,5,6,6,5,"Katara is generally wise, looking out for others and not prioritizing herself.",24,Female,,,"First impressions, analytical skills",2,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:45,20/06/2021 10:02,ANONYMIZED,ANONYMIZED,100,1042,TRUE,20/06/2021 10:02,R_30ofOUzCIQ01qDi,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,57,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,Iroh is always looking out for the well-being of his nephew. He is reflective. ,"She is empathetic and headstrong. She could be considered to be stubborn at times, but is always wanting to do the right thing. ",0,0,62.293,0,Iroh tries to calm Zuko down and tries to get him to think logically instead of impulsively. ,1,6,3,7,2,1,0,0,89.047,0,2,1,1,2,1,5,0,0,101.995,0,1,4,3,6,1,6,"In the three scenes that were shown, he was not the wisest that we see him in the series. There are moments when he is profoundly wise, but he was rather unwise in the first two scenes. ",0,0,0,62.669,0,"In an attempt to calm him down, Katara tells Aang that she and Sokka are his family now. ",1,5,1,7,4,2,0,0,96.083,0,1,4,1,6,3,1,0,0,103.2,0,4,7,5,7,6,4,I think that she is incredibly wise for her age. She helps Aang and others in ways that others would not be able to. She always provides wonderful insight for her friends. ,25,Nonbinary,N/a,No technical issues ,I have no guesses,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:39,20/06/2021 10:02,ANONYMIZED,ANONYMIZED,100,1382,TRUE,20/06/2021 10:02,R_3pKV5iP2rRpPssx,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,58,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,Iroh is a kind-hearted but strong man. He is a wonderful father figure and a main factor in Zuko's redemption.,"Katara is a powerful character forced to grow up too fast due to the death of her mother. She is hypercompetent and stubborn, sticking steadfast to her morals especially when faced with sexist men.",0,0,131.471,0,"Prince Zuko witnesses the awakening of the Avatar, Iroh is trying to convince him to calm down while he plays a game by himself.",3,4,3,4,2,4,0,0,89.116,0,3,2,4,4,2,5,0,0,105.331,0,4,3,4,5,2,4,"I believe that while, on a surface level, Iroh appears unwise in these scenes, that there is true wisdom behind his actions. He is a counterpoint to Prince Zuko's brash and impatient nature, and in all three scenes is teaching a valuable lesson in needing to be patient and calm; enjoy life.",1,0,0,79.102,0,"Aang is deeply upset over the loss of Monk Gyatso, and Katara talks him out of his upset-induced Avatar state.",2,5,1,5,2,1,0,0,91.944,0,2,4,2,6,2,1,0,0,107.271,0,3,7,5,4,5,2,"Katara is wise in all the scenes - she is able to talk down Aang when he's grieving, she knows Pakku's sexist rhetoric isn't right but still sets aside her own aspirations so Aang can learn from him, and knows with destruction comes restoration.",23,Nonbinary,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:41,20/06/2021 10:03,ANONYMIZED,ANONYMIZED,100,1313,TRUE,20/06/2021 10:03,R_xyJHVKPlEsflSCt,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,59,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"A very down to earth individual due to his background as a war general. Tries to make amends by living life to the fullest, but can turn on a switch if his nephew is endangered.  ","Very goal driven yet passionate about her tribe. She is like the mother of the group, but at times still shows her youth.",0,0,64.019,0,Iroh remains calm despite the importance of the situation. More focused on his game than the task at hand.,4,1,1,3,1,7,63.476,63.476,94.268,1,4,1,2,2,1,7,0,0,112.622,0,5,2,1,1,1,7,Iroh appears unwise in this situation as he intentionally halts the progress of his nephews mission for non-important tasks such as leisure time at the spa or for shopping. Despite the gravity of the situation and importance of their mission to their kingdom he continues to make choices that would endanger the success of the mission; though glimpses of him being wise and trying to instill a lesson in his nephew is evident in each scene.,0,0,0,64.5,0,"Aang comes to terms that he is the last Airbender, going berserk before being comforted by Katara.",1,6,1,4,1,1,0,0,92.882,0,1,4,2,7,1,3,0,0,207.902,0,1,7,5,5,6,1,Katara appears to be very wise in each situation and has a very good understanding of how to address Aangs emotional issues as they arise. She provides stability for him as he comes to terms with his initial failings as the Avatar comforting him as the state of the world depresses him. Her ability to console him and to look at the bright side of thing indicates some intellect.,24,Male,No comment.,No issues.,What characteristics of an individual or their actions do we associate with those with intellect and as being wise.,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 09:46,20/06/2021 10:03,ANONYMIZED,ANONYMIZED,100,1046,TRUE,20/06/2021 10:03,R_3ElOyj0zsvLjjcn,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,60,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,I do not know the answer to this question.,I do not know the answer to this question.,Wise and thoughtful,"Good-natured, can be temperamental but cares about humanity",1.759,1.759,60.902,1,Iroh offers Zuko calming tea while Zuko thinks he found the Avatar,3,4,4,5,1,5,0.156,1.044,82.259,2,6,2,5,1,1,6,1.218,1.218,97.979,1,5,3,5,1,1,6,"Based on the three scenes, I would say Iroh is more unwise than wise. He behaves a bit lazily and tends to steer Zuko off of his path. Ultimately I think Iroh has a lot of knowledge but often ends up acting unwiser than he really is",0,2.819,2.819,61.003,1,Katara calms down Aang and tells him that her and Sokka are now his family and she understands how he feels,2,6,1,5,3,2,2.492,2.492,89.372,1,2,6,1,6,2,1,4.228,5.523,103.571,2,4,6,3,5,5,1,"I believe that Katara is wise in these three scenes. In the first one, although she is angry that she cannot learn waterbending because she is a girl, she understands that it is still important for Aang to learn and won't hold it against him. In the second scene, she is careful and caring to Aang and knows how to calm him down. In the last scene, she is explains that it is not Aang's fault for what happened and that the trees will grow back later because there are acorns.",19,Female,,,,2,ANONYMIZED,ANONYMIZED,1
